Logging to autocalc_pick_and_place/autocalc_curriculum_1
/home/kpatherya3/anaconda3/envs/causal_env/lib/python3.7/site-packages/stable_baselines3/common/callbacks.py:337: UserWarning: Training and eval env are not of the same type<stable_baselines3.common.vec_env.vec_monitor.VecMonitor object at 0x7f13d65dd810> != <stable_baselines3.common.vec_env.dummy_vec_env.DummyVecEnv object at 0x7f13d8ddf310>
  warnings.warn("Training and eval env are not of the same type" f"{self.training_env} != {self.eval_env}")
----------------------------------
| rollout/           |           |
|    std                  | 1.8         |
|    value_loss           | 0.0122      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 251        |
|    ep_rew_mean          | 1.4741119  |
| time/                   |            |
|    fps                  | 588        |
|    iterations           | 5          |
|    time_elapsed         | 34         |
|    total_timesteps      | 20480      |
| train/                  |            |
|    approx_kl            | 0.02242175 |
|    clip_fraction        | 0.271      |
|    clip_range           | 0.2        |
|    entropy_loss         | -18        |
|    explained_variance   | 0.835      |
|    learning_rate        | 0.00025    |
|    loss                 | -0.413     |
|    n_updates            | 1215       |
|    policy_gradient_loss | -0.0409    |
|    std                  | 1.81       |
|    value_loss           | 0.0108     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.4956899   |
| time/                   |             |
|    fps                  | 579         |
|    iterations           | 6           |
|    time_elapsed         | 42          |
|    total_timesteps      | 24576       |
| train/                  |             |
|    approx_kl            | 0.023639994 |
|    clip_fraction        | 0.257       |
|    clip_range           | 0.2         |
|    entropy_loss         | -18.1       |
|    explained_variance   | 0.81        |
|    learning_rate        | 0.00025     |
|    loss                 | -0.416      |
|    n_updates            | 1230        |
|    policy_gradient_loss | -0.0397     |
|    std                  | 1.82        |
|    value_loss           | 0.0149      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.5105989   |
| time/                   |             |
|    fps                  | 568         |
|    iterations           | 7           |
|    time_elapsed         | 50          |
|    total_timesteps      | 28672       |
| train/                  |             |
|    approx_kl            | 0.025008462 |
|    clip_fraction        | 0.273       |
|    clip_range           | 0.2         |
|    entropy_loss         | -18.2       |
|    explained_variance   | 0.836       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.414      |
|    n_updates            | 1245        |
|    policy_gradient_loss | -0.042      |
|    std                  | 1.83        |
|    value_loss           | 0.0123      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.5438901   |
| time/                   |             |
|    fps                  | 566         |
|    iterations           | 8           |
|    time_elapsed         | 57          |
|    total_timesteps      | 32768       |
| train/                  |             |
|    approx_kl            | 0.025081374 |
|    clip_fraction        | 0.261       |
|    clip_range           | 0.2         |
|    entropy_loss         | -18.2       |
|    explained_variance   | 0.858       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.406      |
|    n_updates            | 1260        |
|    policy_gradient_loss | -0.0376     |
|    std                  | 1.84        |
|    value_loss           | 0.011       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.5430676   |
| time/                   |             |
|    fps                  | 557         |
|    iterations           | 9           |
|    time_elapsed         | 66          |
|    total_timesteps      | 36864       |
| train/                  |             |
|    approx_kl            | 0.027889982 |
|    clip_fraction        | 0.279       |
|    clip_range           | 0.2         |
|    entropy_loss         | -18.2       |
|    explained_variance   | 0.83        |
|    learning_rate        | 0.00025     |
|    loss                 | -0.417      |
|    n_updates            | 1275        |
|    policy_gradient_loss | -0.0411     |
|    std                  | 1.85        |
|    value_loss           | 0.0135      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.6025      |
| time/                   |             |
|    fps                  | 554         |
|    iterations           | 10          |
|    time_elapsed         | 73          |
|    total_timesteps      | 40960       |
| train/                  |             |
|    approx_kl            | 0.022848813 |
|    clip_fraction        | 0.264       |
|    clip_range           | 0.2         |
|    entropy_loss         | -18.3       |
|    explained_variance   | 0.856       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.426      |
|    n_updates            | 1290        |
|    policy_gradient_loss | -0.0455     |
|    std                  | 1.86        |
|    value_loss           | 0.012       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.621684    |
| time/                   |             |
|    fps                  | 548         |
|    iterations           | 11          |
|    time_elapsed         | 82          |
|    total_timesteps      | 45056       |
| train/                  |             |
|    approx_kl            | 0.025908824 |
|    clip_fraction        | 0.286       |
|    clip_range           | 0.2         |
|    entropy_loss         | -18.3       |
|    explained_variance   | 0.865       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.417      |
|    n_updates            | 1305        |
|    policy_gradient_loss | -0.0414     |
|    std                  | 1.87        |
|    value_loss           | 0.01        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 251        |
|    ep_rew_mean          | 1.6130838  |
| time/                   |            |
|    fps                  | 539        |
|    iterations           | 12         |
|    time_elapsed         | 91         |
|    total_timesteps      | 49152      |
| train/                  |            |
|    approx_kl            | 0.02599918 |
|    clip_fraction        | 0.288      |
|    clip_range           | 0.2        |
|    entropy_loss         | -18.4      |
|    explained_variance   | 0.86       |
|    learning_rate        | 0.00025    |
|    loss                 | -0.432     |
|    n_updates            | 1320       |
|    policy_gradient_loss | -0.0482    |
|    std                  | 1.87       |
|    value_loss           | 0.00962    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.6433214   |
| time/                   |             |
|    fps                  | 534         |
|    iterations           | 13          |
|    time_elapsed         | 99          |
|    total_timesteps      | 53248       |
| train/                  |             |
|    approx_kl            | 0.024075454 |
|    clip_fraction        | 0.273       |
|    clip_range           | 0.2         |
|    entropy_loss         | -18.4       |
|    explained_variance   | 0.86        |
|    learning_rate        | 0.00025     |
|    loss                 | -0.438      |
|    n_updates            | 1335        |
|    policy_gradient_loss | -0.0447     |
|    std                  | 1.88        |
|    value_loss           | 0.0102      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.6756483   |
| time/                   |             |
|    fps                  | 533         |
|    iterations           | 14          |
|    time_elapsed         | 107         |
|    total_timesteps      | 57344       |
| train/                  |             |
|    approx_kl            | 0.025592398 |
|    clip_fraction        | 0.281       |
|    clip_range           | 0.2         |
|    entropy_loss         | -18.4       |
|    explained_variance   | 0.906       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.433      |
|    n_updates            | 1350        |
|    policy_gradient_loss | -0.0457     |
|    std                  | 1.89        |
|    value_loss           | 0.00743     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.6859307   |
| time/                   |             |
|    fps                  | 532         |
|    iterations           | 15          |
|    time_elapsed         | 115         |
|    total_timesteps      | 61440       |
| train/                  |             |
|    approx_kl            | 0.026782889 |
|    clip_fraction        | 0.29        |
|    clip_range           | 0.2         |
|    entropy_loss         | -18.5       |
|    explained_variance   | 0.862       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.42       |
|    n_updates            | 1365        |
|    policy_gradient_loss | -0.0422     |
|    std                  | 1.9         |
|    value_loss           | 0.00913     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.6547513   |
| time/                   |             |
|    fps                  | 532         |
|    iterations           | 16          |
|    time_elapsed         | 123         |
|    total_timesteps      | 65536       |
| train/                  |             |
|    approx_kl            | 0.028431237 |
|    clip_fraction        | 0.295       |
|    clip_range           | 0.2         |
|    entropy_loss         | -18.6       |
|    explained_variance   | 0.83        |
|    learning_rate        | 0.00025     |
|    loss                 | -0.438      |
|    n_updates            | 1380        |
|    policy_gradient_loss | -0.0455     |
|    std                  | 1.91        |
|    value_loss           | 0.0107      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.5680978   |
| time/                   |             |
|    fps                  | 535         |
|    iterations           | 17          |
|    time_elapsed         | 130         |
|    total_timesteps      | 69632       |
| train/                  |             |
|    approx_kl            | 0.024985567 |
|    clip_fraction        | 0.274       |
|    clip_range           | 0.2         |
|    entropy_loss         | -18.6       |
|    explained_variance   | 0.801       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.425      |
|    n_updates            | 1395        |
|    policy_gradient_loss | -0.0426     |
|    std                  | 1.92        |
|    value_loss           | 0.0178      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 251        |
|    ep_rew_mean          | 1.5910088  |
| time/                   |            |
|    fps                  | 536        |
|    iterations           | 18         |
|    time_elapsed         | 137        |
|    total_timesteps      | 73728      |
| train/                  |            |
|    approx_kl            | 0.02345236 |
|    clip_fraction        | 0.28       |
|    clip_range           | 0.2        |
|    entropy_loss         | -18.6      |
|    explained_variance   | 0.853      |
|    learning_rate        | 0.00025    |
|    loss                 | -0.433     |
|    n_updates            | 1410       |
|    policy_gradient_loss | -0.0412    |
|    std                  | 1.93       |
|    value_loss           | 0.0117     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.5876812   |
| time/                   |             |
|    fps                  | 538         |
|    iterations           | 19          |
|    time_elapsed         | 144         |
|    total_timesteps      | 77824       |
| train/                  |             |
|    approx_kl            | 0.028278233 |
|    clip_fraction        | 0.28        |
|    clip_range           | 0.2         |
|    entropy_loss         | -18.7       |
|    explained_variance   | 0.874       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.429      |
|    n_updates            | 1425        |
|    policy_gradient_loss | -0.0453     |
|    std                  | 1.94        |
|    value_loss           | 0.00871     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.5882143   |
| time/                   |             |
|    fps                  | 539         |
|    iterations           | 20          |
|    time_elapsed         | 151         |
|    total_timesteps      | 81920       |
| train/                  |             |
|    approx_kl            | 0.027369766 |
|    clip_fraction        | 0.274       |
|    clip_range           | 0.2         |
|    entropy_loss         | -18.7       |
|    explained_variance   | 0.869       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.436      |
|    n_updates            | 1440        |
|    policy_gradient_loss | -0.0446     |
|    std                  | 1.95        |
|    value_loss           | 0.0104      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 251        |
|    ep_rew_mean          | 1.5505246  |
| time/                   |            |
|    fps                  | 539        |
|    iterations           | 21         |
|    time_elapsed         | 159        |
|    total_timesteps      | 86016      |
| train/                  |            |
|    approx_kl            | 0.02520158 |
|    clip_fraction        | 0.274      |
|    clip_range           | 0.2        |
|    entropy_loss         | -18.7      |
|    explained_variance   | 0.863      |
|    learning_rate        | 0.00025    |
|    loss                 | -0.443     |
|    n_updates            | 1455       |
|    policy_gradient_loss | -0.0449    |
|    std                  | 1.96       |
|    value_loss           | 0.0109     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.5928878   |
| time/                   |             |
|    fps                  | 539         |
|    iterations           | 22          |
|    time_elapsed         | 166         |
|    total_timesteps      | 90112       |
| train/                  |             |
|    approx_kl            | 0.024241097 |
|    clip_fraction        | 0.263       |
|    clip_range           | 0.2         |
|    entropy_loss         | -18.8       |
|    explained_variance   | 0.878       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.432      |
|    n_updates            | 1470        |
|    policy_gradient_loss | -0.0397     |
|    std                  | 1.97        |
|    value_loss           | 0.0106      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.6844531   |
| time/                   |             |
|    fps                  | 537         |
|    iterations           | 23          |
|    time_elapsed         | 175         |
|    total_timesteps      | 94208       |
| train/                  |             |
|    approx_kl            | 0.028322373 |
|    clip_fraction        | 0.277       |
|    clip_range           | 0.2         |
|    entropy_loss         | -18.9       |
|    explained_variance   | 0.895       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.434      |
|    n_updates            | 1485        |
|    policy_gradient_loss | -0.0402     |
|    std                  | 1.98        |
|    value_loss           | 0.00858     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.7216437   |
| time/                   |             |
|    fps                  | 533         |
|    iterations           | 24          |
|    time_elapsed         | 184         |
|    total_timesteps      | 98304       |
| train/                  |             |
|    approx_kl            | 0.027817512 |
|    clip_fraction        | 0.287       |
|    clip_range           | 0.2         |
|    entropy_loss         | -18.9       |
|    explained_variance   | 0.915       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.432      |
|    n_updates            | 1500        |
|    policy_gradient_loss | -0.0408     |
|    std                  | 1.99        |
|    value_loss           | 0.00646     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.7455163   |
| time/                   |             |
|    fps                  | 532         |
|    iterations           | 25          |
|    time_elapsed         | 192         |
|    total_timesteps      | 102400      |
| train/                  |             |
|    approx_kl            | 0.028185599 |
|    clip_fraction        | 0.297       |
|    clip_range           | 0.2         |
|    entropy_loss         | -19         |
|    explained_variance   | 0.908       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.442      |
|    n_updates            | 1515        |
|    policy_gradient_loss | -0.0459     |
|    std                  | 2           |
|    value_loss           | 0.00718     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 251        |
|    ep_rew_mean          | 1.7356331  |
| time/                   |            |
|    fps                  | 533        |
|    iterations           | 26         |
|    time_elapsed         | 199        |
|    total_timesteps      | 106496     |
| train/                  |            |
|    approx_kl            | 0.02756902 |
|    clip_fraction        | 0.275      |
|    clip_range           | 0.2        |
|    entropy_loss         | -19        |
|    explained_variance   | 0.888      |
|    learning_rate        | 0.00025    |
|    loss                 | -0.433     |
|    n_updates            | 1530       |
|    policy_gradient_loss | -0.0437    |
|    std                  | 2.01       |
|    value_loss           | 0.0081     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.73729     |
| time/                   |             |
|    fps                  | 534         |
|    iterations           | 27          |
|    time_elapsed         | 206         |
|    total_timesteps      | 110592      |
| train/                  |             |
|    approx_kl            | 0.028318534 |
|    clip_fraction        | 0.288       |
|    clip_range           | 0.2         |
|    entropy_loss         | -19.1       |
|    explained_variance   | 0.875       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.446      |
|    n_updates            | 1545        |
|    policy_gradient_loss | -0.0427     |
|    std                  | 2.03        |
|    value_loss           | 0.0106      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 251        |
|    ep_rew_mean          | 1.7121547  |
| time/                   |            |
|    fps                  | 534        |
|    iterations           | 28         |
|    time_elapsed         | 214        |
|    total_timesteps      | 114688     |
| train/                  |            |
|    approx_kl            | 0.02693066 |
|    clip_fraction        | 0.288      |
|    clip_range           | 0.2        |
|    entropy_loss         | -19.1      |
|    explained_variance   | 0.916      |
|    learning_rate        | 0.00025    |
|    loss                 | -0.436     |
|    n_updates            | 1560       |
|    policy_gradient_loss | -0.041     |
|    std                  | 2.04       |
|    value_loss           | 0.0066     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.7093823   |
| time/                   |             |
|    fps                  | 531         |
|    iterations           | 29          |
|    time_elapsed         | 223         |
|    total_timesteps      | 118784      |
| train/                  |             |
|    approx_kl            | 0.026433107 |
|    clip_fraction        | 0.305       |
|    clip_range           | 0.2         |
|    entropy_loss         | -19.1       |
|    explained_variance   | 0.875       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.445      |
|    n_updates            | 1575        |
|    policy_gradient_loss | -0.0432     |
|    std                  | 2.04        |
|    value_loss           | 0.0101      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.7006462   |
| time/                   |             |
|    fps                  | 531         |
|    iterations           | 30          |
|    time_elapsed         | 231         |
|    total_timesteps      | 122880      |
| train/                  |             |
|    approx_kl            | 0.028442442 |
|    clip_fraction        | 0.299       |
|    clip_range           | 0.2         |
|    entropy_loss         | -19.2       |
|    explained_variance   | 0.873       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.451      |
|    n_updates            | 1590        |
|    policy_gradient_loss | -0.0452     |
|    std                  | 2.06        |
|    value_loss           | 0.00977     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.6911986   |
| time/                   |             |
|    fps                  | 533         |
|    iterations           | 31          |
|    time_elapsed         | 238         |
|    total_timesteps      | 126976      |
| train/                  |             |
|    approx_kl            | 0.023013819 |
|    clip_fraction        | 0.262       |
|    clip_range           | 0.2         |
|    entropy_loss         | -19.2       |
|    explained_variance   | 0.873       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.445      |
|    n_updates            | 1605        |
|    policy_gradient_loss | -0.0456     |
|    std                  | 2.07        |
|    value_loss           | 0.00832     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.7120771   |
| time/                   |             |
|    fps                  | 533         |
|    iterations           | 32          |
|    time_elapsed         | 245         |
|    total_timesteps      | 131072      |
| train/                  |             |
|    approx_kl            | 0.029096637 |
|    clip_fraction        | 0.297       |
|    clip_range           | 0.2         |
|    entropy_loss         | -19.3       |
|    explained_variance   | 0.89        |
|    learning_rate        | 0.00025     |
|    loss                 | -0.444      |
|    n_updates            | 1620        |
|    policy_gradient_loss | -0.0482     |
|    std                  | 2.07        |
|    value_loss           | 0.00753     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.7394834   |
| time/                   |             |
|    fps                  | 533         |
|    iterations           | 33          |
|    time_elapsed         | 253         |
|    total_timesteps      | 135168      |
| train/                  |             |
|    approx_kl            | 0.025944417 |
|    clip_fraction        | 0.277       |
|    clip_range           | 0.2         |
|    entropy_loss         | -19.3       |
|    explained_variance   | 0.895       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.444      |
|    n_updates            | 1635        |
|    policy_gradient_loss | -0.0458     |
|    std                  | 2.09        |
|    value_loss           | 0.00738     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.7467803   |
| time/                   |             |
|    fps                  | 532         |
|    iterations           | 34          |
|    time_elapsed         | 261         |
|    total_timesteps      | 139264      |
| train/                  |             |
|    approx_kl            | 0.023191717 |
|    clip_fraction        | 0.271       |
|    clip_range           | 0.2         |
|    entropy_loss         | -19.3       |
|    explained_variance   | 0.917       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.456      |
|    n_updates            | 1650        |
|    policy_gradient_loss | -0.0426     |
|    std                  | 2.09        |
|    value_loss           | 0.00589     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.7516675   |
| time/                   |             |
|    fps                  | 532         |
|    iterations           | 35          |
|    time_elapsed         | 269         |
|    total_timesteps      | 143360      |
| train/                  |             |
|    approx_kl            | 0.025036015 |
|    clip_fraction        | 0.283       |
|    clip_range           | 0.2         |
|    entropy_loss         | -19.4       |
|    explained_variance   | 0.913       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.46       |
|    n_updates            | 1665        |
|    policy_gradient_loss | -0.0494     |
|    std                  | 2.1         |
|    value_loss           | 0.00644     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.7782485   |
| time/                   |             |
|    fps                  | 531         |
|    iterations           | 36          |
|    time_elapsed         | 277         |
|    total_timesteps      | 147456      |
| train/                  |             |
|    approx_kl            | 0.026583912 |
|    clip_fraction        | 0.291       |
|    clip_range           | 0.2         |
|    entropy_loss         | -19.4       |
|    explained_variance   | 0.919       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.436      |
|    n_updates            | 1680        |
|    policy_gradient_loss | -0.0432     |
|    std                  | 2.11        |
|    value_loss           | 0.00668     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 251        |
|    ep_rew_mean          | 1.7670475  |
| time/                   |            |
|    fps                  | 529        |
|    iterations           | 37         |
|    time_elapsed         | 286        |
|    total_timesteps      | 151552     |
| train/                  |            |
|    approx_kl            | 0.02919846 |
|    clip_fraction        | 0.306      |
|    clip_range           | 0.2        |
|    entropy_loss         | -19.5      |
|    explained_variance   | 0.882      |
|    learning_rate        | 0.00025    |
|    loss                 | -0.451     |
|    n_updates            | 1695       |
|    policy_gradient_loss | -0.0389    |
|    std                  | 2.13       |
|    value_loss           | 0.00926    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.7389908   |
| time/                   |             |
|    fps                  | 530         |
|    iterations           | 38          |
|    time_elapsed         | 293         |
|    total_timesteps      | 155648      |
| train/                  |             |
|    approx_kl            | 0.023635454 |
|    clip_fraction        | 0.28        |
|    clip_range           | 0.2         |
|    entropy_loss         | -19.5       |
|    explained_variance   | 0.898       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.441      |
|    n_updates            | 1710        |
|    policy_gradient_loss | -0.0421     |
|    std                  | 2.14        |
|    value_loss           | 0.00686     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 251        |
|    ep_rew_mean          | 1.7188815  |
| time/                   |            |
|    fps                  | 532        |
|    iterations           | 39         |
|    time_elapsed         | 300        |
|    total_timesteps      | 159744     |
| train/                  |            |
|    approx_kl            | 0.02447917 |
|    clip_fraction        | 0.275      |
|    clip_range           | 0.2        |
|    entropy_loss         | -19.6      |
|    explained_variance   | 0.86       |
|    learning_rate        | 0.00025    |
|    loss                 | -0.452     |
|    n_updates            | 1725       |
|    policy_gradient_loss | -0.0426    |
|    std                  | 2.15       |
|    value_loss           | 0.0102     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.7231702   |
| time/                   |             |
|    fps                  | 532         |
|    iterations           | 40          |
|    time_elapsed         | 307         |
|    total_timesteps      | 163840      |
| train/                  |             |
|    approx_kl            | 0.026922207 |
|    clip_fraction        | 0.3         |
|    clip_range           | 0.2         |
|    entropy_loss         | -19.6       |
|    explained_variance   | 0.911       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.467      |
|    n_updates            | 1740        |
|    policy_gradient_loss | -0.0483     |
|    std                  | 2.16        |
|    value_loss           | 0.00685     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.7253773   |
| time/                   |             |
|    fps                  | 532         |
|    iterations           | 41          |
|    time_elapsed         | 315         |
|    total_timesteps      | 167936      |
| train/                  |             |
|    approx_kl            | 0.033591367 |
|    clip_fraction        | 0.295       |
|    clip_range           | 0.2         |
|    entropy_loss         | -19.7       |
|    explained_variance   | 0.886       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.449      |
|    n_updates            | 1755        |
|    policy_gradient_loss | -0.0439     |
|    std                  | 2.17        |
|    value_loss           | 0.00916     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.7344382   |
| time/                   |             |
|    fps                  | 531         |
|    iterations           | 42          |
|    time_elapsed         | 323         |
|    total_timesteps      | 172032      |
| train/                  |             |
|    approx_kl            | 0.024971303 |
|    clip_fraction        | 0.295       |
|    clip_range           | 0.2         |
|    entropy_loss         | -19.7       |
|    explained_variance   | 0.911       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.459      |
|    n_updates            | 1770        |
|    policy_gradient_loss | -0.045      |
|    std                  | 2.18        |
|    value_loss           | 0.00686     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 251        |
|    ep_rew_mean          | 1.7312481  |
| time/                   |            |
|    fps                  | 532        |
|    iterations           | 43         |
|    time_elapsed         | 330        |
|    total_timesteps      | 176128     |
| train/                  |            |
|    approx_kl            | 0.02445531 |
|    clip_fraction        | 0.302      |
|    clip_range           | 0.2        |
|    entropy_loss         | -19.7      |
|    explained_variance   | 0.905      |
|    learning_rate        | 0.00025    |
|    loss                 | -0.463     |
|    n_updates            | 1785       |
|    policy_gradient_loss | -0.0421    |
|    std                  | 2.19       |
|    value_loss           | 0.00681    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 251        |
|    ep_rew_mean          | 1.7472168  |
| time/                   |            |
|    fps                  | 533        |
|    iterations           | 44         |
|    time_elapsed         | 337        |
|    total_timesteps      | 180224     |
| train/                  |            |
|    approx_kl            | 0.02572658 |
|    clip_fraction        | 0.296      |
|    clip_range           | 0.2        |
|    entropy_loss         | -19.8      |
